timestamp,UTC time,x,y,z
1647826267533,2022-03-21T01:31:07.533,0.1623886376619339,0.49505606293678284,-0.39115604758262634
1647826267633,2022-03-21T01:31:07.633,0.31574705243110657,0.054790545254945755,-0.569040834903717
1647826267732,2022-03-21T01:31:07.732,0.5342636704444885,0.19194120168685913,-0.8796242475509644
1647826267832,2022-03-21T01:31:07.832,-0.19730108976364136,0.3950034976005554,-0.3866741955280304
1647826267932,2022-03-21T01:31:07.932,-0.10367180407047272,-0.35766279697418213,-0.05312713235616684
1647826268031,2022-03-21T01:31:08.031,0.4629093110561371,0.13595198094844818,-0.11332229524850845
1647826268131,2022-03-21T01:31:08.131,-0.08918660134077072,0.16988225281238556,-0.20195123553276062
1647826268230,2022-03-21T01:31:08.230,0.0936625748872757,-0.027358919382095337,-0.12509585916996002
1647826268330,2022-03-21T01:31:08.330,0.02828010730445385,-0.43490058183670044,-0.1226889044046402
1647826268429,2022-03-21T01:31:08.429,-0.19352871179580688,-0.04871826991438866,-0.0716499537229538
1647826268529,2022-03-21T01:31:08.529,-0.27709656953811646,0.053103964775800705,-0.1499311774969101
1647826268629,2022-03-21T01:31:08.629,0.12366840988397598,0.08197609335184097,-0.1808675229549408
1647826268728,2022-03-21T01:31:08.728,0.044867873191833496,0.030763238668441772,-0.033360887318849564
1647826268828,2022-03-21T01:31:08.828,-0.09790073335170746,-0.1469111442565918,0.057312823832035065
1647826268927,2022-03-21T01:31:08.927,-0.2522876262664795,0.29586681723594666,0.5227590799331665
1647826269027,2022-03-21T01:31:09.027,0.05549734830856323,0.20097625255584717,0.5169855952262878
1647826269126,2022-03-21T01:31:09.126,-0.02833629958331585,-0.12388013303279877,0.14791223406791687
1647826269226,2022-03-21T01:31:09.226,1.2077659368515015,-0.05546485632658005,-0.2747783064842224
1647826269326,2022-03-21T01:31:09.326,-0.34538722038269043,-0.21598342061042786,-0.3164826035499573
1647826269425,2022-03-21T01:31:09.425,-0.05008314177393913,-0.3858523666858673,0.005593170877546072
1647826269525,2022-03-21T01:31:09.525,-0.6898873448371887,-0.04754887521266937,-0.16264164447784424
1647826269624,2022-03-21T01:31:09.624,-0.4243994951248169,0.2905500829219818,0.1696375012397766
1647826269724,2022-03-21T01:31:09.724,0.30462461709976196,0.09207746386528015,0.31206947565078735
1647826269824,2022-03-21T01:31:09.824,-0.22910907864570618,0.06519737839698792,0.24318788945674896
1647826269923,2022-03-21T01:31:09.923,0.12592090666294098,-1.4195053577423096,0.5948883891105652
1647826270023,2022-03-21T01:31:10.023,-0.2535342574119568,0.7310574054718018,0.20244817435741425
1647826270122,2022-03-21T01:31:10.122,0.1774837076663971,-0.11595536768436432,0.03369857370853424
1647826270222,2022-03-21T01:31:10.222,0.047381628304719925,-0.0519779808819294,0.09518910199403763
1647826270321,2022-03-21T01:31:10.321,0.12488334625959396,0.21864153444766998,0.02412504330277443
1647826270421,2022-03-21T01:31:10.421,0.017068199813365936,0.07868016511201859,-0.011113104410469532
1647826270521,2022-03-21T01:31:10.521,-0.39090943336486816,-0.15164437890052795,-0.04138525575399399
1647826270620,2022-03-21T01:31:10.620,0.028903020545840263,-0.11858603358268738,0.00788482092320919
1647826270720,2022-03-21T01:31:10.720,-0.07235436141490936,-0.3609755039215088,0.13050314784049988
1647826270819,2022-03-21T01:31:10.819,0.18077483773231506,-0.014933409169316292,0.10420842468738556
1647826270919,2022-03-21T01:31:10.919,-0.1549064964056015,-0.17246177792549133,-0.011488610878586769
1647826271018,2022-03-21T01:31:11.018,0.07571206986904144,-0.5160617828369141,0.015357917174696922
1647826271118,2022-03-21T01:31:11.118,-0.16882923245429993,0.18892304599285126,-0.005286640953272581
1647826271218,2022-03-21T01:31:11.218,-0.10125018656253815,-0.1630576252937317,-0.005909820552915335
1647826271317,2022-03-21T01:31:11.317,-0.19115610420703888,-0.02003096602857113,0.10537515580654144
1647826271417,2022-03-21T01:31:11.417,-0.42256802320480347,0.24650990962982178,0.47705844044685364
1647826271516,2022-03-21T01:31:11.516,0.1167718917131424,-0.24161475896835327,0.039088279008865356
1647826271616,2022-03-21T01:31:11.616,0.055561527609825134,-0.04747910052537918,-0.07223504781723022
1647826271716,2022-03-21T01:31:11.716,0.431234747171402,-0.4462038576602936,0.007327687460929155
1647826271815,2022-03-21T01:31:11.815,0.18680690228939056,-0.05023493990302086,-0.043530967086553574
1647826271915,2022-03-21T01:31:11.915,-0.14219042658805847,-0.03403812646865845,-0.00637827068567276
1647826272014,2022-03-21T01:31:12.014,-0.06386606395244598,0.04023876413702965,0.01836462691426277
1647826272114,2022-03-21T01:31:12.114,-0.04534883797168732,0.03230680525302887,0.03725495934486389
1647826272213,2022-03-21T01:31:12.213,-0.09432464092969894,0.2087944895029068,-0.02413223311305046
1647826272313,2022-03-21T01:31:12.313,0.10544893145561218,0.16176094114780426,-0.0448758602142334
1647826272413,2022-03-21T01:31:12.413,-0.004055728204548359,0.02376258745789528,-0.0662812888622284
1647826272512,2022-03-21T01:31:12.512,0.11830960214138031,0.2482002228498459,-0.016472183167934418
1647826272612,2022-03-21T01:31:12.612,0.4473080039024353,0.11110121756792068,-0.14035844802856445
1647826272721,2022-03-21T01:31:12.721,0.11818203330039978,0.04469529911875725,-0.08909818530082703
1647826272821,2022-03-21T01:31:12.821,-0.10553281754255295,0.1566023975610733,0.011093131266534328
1647826272920,2022-03-21T01:31:12.920,-0.13340066373348236,0.24958905577659607,-0.06735214591026306
1647826273020,2022-03-21T01:31:13.020,0.2434387505054474,0.01864585652947426,-0.1456567943096161
1647826273120,2022-03-21T01:31:13.120,0.08015076071023941,0.04048484191298485,-0.10814910382032394
1647826273224,2022-03-21T01:31:13.224,-0.082283154129982,0.020559336990118027,-0.014195980504155159
1647826273324,2022-03-21T01:31:13.324,0.08853359520435333,0.015574698336422443,-0.018580075353384018
1647826273458,2022-03-21T01:31:13.458,0.007980428636074066,-0.08377106487751007,0.03668450936675072
1647826273558,2022-03-21T01:31:13.558,-0.07962451875209808,-0.13026852905750275,0.04664500057697296
1647826273657,2022-03-21T01:31:13.657,0.02490854635834694,0.19727632403373718,0.02653946541249752
1647826273757,2022-03-21T01:31:13.757,0.008856608532369137,0.005394232925027609,-0.01432461105287075
1647826273856,2022-03-21T01:31:13.856,0.19830243289470673,0.21402306854724884,-0.03026416152715683
1647826273956,2022-03-21T01:31:13.956,1.4529039859771729,2.3949737548828125,-1.2508009672164917
1647826274056,2022-03-21T01:31:14.056,-0.47744911909103394,0.272125780582428,-0.21379564702510834
1647826274155,2022-03-21T01:31:14.155,-0.07151120156049728,-0.8577693104743958,0.3026528060436249
1647826274255,2022-03-21T01:31:14.255,-0.9507412910461426,-1.8021669387817383,0.6813151836395264
1647826274354,2022-03-21T01:31:14.354,0.04382631182670593,-0.4659133851528168,0.3993183672428131
