timestamp,activity_inference,user_id
1364358457,0,0
1364358460,0,0
1364358462,0,0
1364358465,0,0
1364358467,0,0
1364358470,0,0
1364358473,0,0
1364358475,0,0
1364358478,0,0
1364358480,0,0
1364358483,0,0
1364358485,0,0
1364358488,0,0
1364358491,0,0
1364358674,0,0
1364358676,0,0
1364358679,0,0
1364358681,0,0
1364358684,0,0
1364358686,0,0
1364358689,0,0
1364358692,0,0
1364358694,0,0
1364358697,0,0
1364358699,0,0
1364358702,0,0
1364358705,0,0
1364358707,0,0
1364358710,0,0
1364358712,0,0
1364358715,0,0
1364358717,0,0
1364358720,0,0
1364358723,0,0
1364358725,0,0
1364358728,0,0
1364358730,0,0
1364358913,0,0
1364358916,0,0
1364358919,0,0
1364358921,0,0
1364358924,0,0
1364358926,0,0
1364358937,0,0
1364358939,0,0
1364358942,0,0
1364358944,0,0
1364358947,0,0
1364358950,0,0
1364358952,0,0
1364358955,0,0
1364358957,0,0
1364358960,0,0
1364358963,0,0
1364358965,0,0
1364356899,0,1
1364356901,0,1
1364356904,0,1
1364356906,0,1
1364356909,0,1
1364356911,0,1
1364356914,0,1
1364356917,0,1
1364356919,0,1
1364356922,0,1
1364356924,0,1
1364356927,0,1
1364356930,0,1
1364356932,0,1
1364356935,0,1
1364356937,0,1
1364356940,0,1
1364356942,0,1
1364356945,0,1
1364356948,0,1
1364356950,0,1
1364356953,0,1
1364356955,0,1
1364357138,0,1
1364357141,0,1
1364357143,0,1
1364357146,0,1
1364357149,0,1
1364357151,0,1
1364357154,0,1
1364357157,0,1
1364357159,0,1
1364357162,0,1
1364357164,0,1
1364357167,0,1
1364357170,0,1
1364357172,0,1
1364357175,0,1
1364357177,0,1
1364357180,0,1
1364357182,0,1
1364357185,0,1
1364357187,0,1
1364357190,0,1
1364357193,0,1
1364357195,0,1
1364357378,0,1
1364357381,0,1
1364357383,0,1
1364357386,0,1
1364357388,0,1
1364357391,0,1
1364357394,0,1
1364357396,0,1
1364357399,0,1
1364357401,0,1
1364357404,0,1
1364357406,0,1
1364357409,0,1
1364357412,0,1
1364357414,0,1
1364357417,0,1
1364357419,0,1
1364357422,0,1
1364357425,0,1
1364357427,0,1
1364357430,0,1
1364357432,0,1
1364357435,0,1
1364357618,0,1
1364357620,0,1
1364357623,0,1
1364357625,0,1
1364357628,0,1
1364357631,0,1
1364357633,0,1
1364357636,0,1
1364357638,0,1
1364357641,0,1
1364357643,0,1
1364357646,0,1
1364357649,0,1
1364357651,0,1
1364357654,0,1
1364357656,0,1
1364357659,0,1
1364357661,0,1
1364357664,0,1
1364357667,0,1
1364357669,0,1
1364357672,0,1
1364357674,0,1
1364357857,0,1
1364357860,0,1
1364357862,0,1
1364357865,0,1
1364357868,0,1
1364357870,0,1
1364357873,0,1
1364357875,0,1
1364357878,0,1
1364357880,0,1
1364357883,0,1
1364357886,0,1
1364357888,0,1
1364357891,0,1
1364357893,0,1
1364357896,0,1
1364357899,0,1
1364357901,0,1
1364357904,0,1
1364357906,0,1
1364357909,0,1
1364357911,0,1
1364357914,0,1
1364357917,0,1
1364358100,0,1
1364358102,0,1
1364358105,0,1
1364358107,0,1
1364358110,0,1
1364358112,0,1
1364358115,0,1
1364358118,0,1
1364358120,0,1
1364358123,0,1
1364358125,0,1
1364358128,0,1
1364358131,0,1
1364358133,0,1
1364358136,0,1
1364358138,0,1
1364358141,0,1
1364358143,0,1
1364358146,0,1
1364358149,0,1
1364358151,0,1
1364358154,0,1
1364358156,0,1
1364358339,0,1
1364358342,0,1
1364358344,0,1
1364358347,0,1
1364358350,0,1
1364358352,0,1
1364358355,0,1
1364358357,0,1
1364358360,0,1
1364358362,0,1
1364358365,0,1
1364358368,0,1
1364358370,0,1
1364358373,0,1
1364358375,0,1
1364358378,0,1
1364358381,0,1
1364358383,0,1
1364358386,0,1
1364358388,0,1
1364358391,0,1
1364358393,0,1
1364358396,0,1
1364358579,0,1
1364358581,0,1
1364358584,0,1
1364358586,0,1
1364358589,0,1
1364358592,0,1
1364358594,0,1
1364358597,0,1
1364358599,0,1
1364358602,0,1
1364358605,0,1
1364358607,0,1
1364358610,0,1
1364358612,0,1
1364358615,0,1
1364358617,0,1
1364358620,0,1
1364358623,0,1
1364358625,0,1
1364358628,0,1
1364358630,0,1
1364358633,0,1
1364358635,0,1
1364358819,0,1
1364358821,0,1
1364358824,0,1
1364358826,0,1
1364358829,0,1
1364358831,0,1
1364358834,0,1
1364358837,0,1
1364358839,0,1
1364358842,0,1
1364358844,0,1
1364358847,0,1
1364358849,0,1
1364358852,0,1
1364358855,0,1
1364356908,0,2
1364356911,0,2
1364356914,0,2
1364356916,0,2
1364356919,0,2
1364356921,0,2
1364356924,0,2
1364356926,0,2
1364356929,0,2
1364356932,0,2
1364356934,0,2
1364356937,0,2
1364356939,0,2
1364356942,0,2
1364356944,0,2
1364356947,0,2
1364356950,0,2
1364356952,0,2
1364356955,0,2
1364356957,0,2
1364356960,0,2
1364356963,0,2
1364356965,0,2
1364357148,0,2
1364357151,0,2
1364357153,0,2
1364357156,0,2
1364357158,0,2
1364357161,0,2
1364357164,0,2
1364357166,0,2
1364357169,0,2
1364357171,0,2
1364357174,0,2
1364357176,0,2
1364357179,0,2
1364357182,0,2
1364357184,0,2
1364357187,0,2
1364357189,0,2
1364357192,0,2
1364357194,0,2
1364357197,0,2
1364357200,0,2
1364357202,0,2
1364357205,0,2
1364357393,0,2
1364357395,0,2
1364357398,0,2
1364357401,0,2
1364357403,0,2
1364357406,0,2
1364357408,0,2
1364357411,0,2
1364357414,0,2
1364357416,0,2
1364357419,0,2
1364357421,0,2
1364357424,0,2
1364357426,0,2
1364357429,0,2
1364357432,0,2
1364357434,0,2
1364357437,0,2
1364357439,0,2
1364357442,0,2
1364357444,0,2
1364357627,0,2
1364357630,0,2
1364357632,0,2
1364357635,0,2
1364357638,0,2
1364357645,0,2
1364357648,0,2
1364357651,0,2
1364357656,0,2
1364357666,1,2
1364357669,1,2
1364357671,0,2
1364357674,0,2
1364357676,0,2
1364357679,0,2
1364357681,0,2
1364357684,0,2
1364357867,0,2
1364357872,0,2
1364357875,0,2
1364357877,0,2
1364357880,0,2
1364357882,0,2
1364357885,0,2
1364357888,0,2
1364357890,0,2
1364357893,0,2
1364357895,0,2
1364357898,0,2
1364357900,3,2
1364357903,0,2
1364357906,0,2
1364357908,0,2
1364357911,0,2
1364357913,0,2
1364357916,0,2
1364357921,0,2
1364358112,0,2
1364358114,0,2
1364358117,0,2
1364358120,0,2
1364358122,0,2
1364358125,0,2
1364358127,0,2
1364358130,0,2
1364358132,0,2
1364358135,0,2
1364358138,0,2
1364358140,0,2
1364358143,0,2
1364358145,0,2
1364358148,0,2
1364358150,0,2
1364358153,0,2
1364358156,0,2
1364358158,0,2
1364358161,0,2
1364358163,0,2
1364358166,0,2
1364358349,0,2
1364358351,0,2
1364358354,0,2
1364358357,0,2
1364358359,0,2
1364358362,0,2
1364358364,0,2
1364358367,0,2
1364358369,0,2
1364358372,0,2
1364358375,0,2
1364358377,0,2
1364358380,0,2
1364358382,0,2
1364358385,0,2
1364358387,0,2
1364358390,3,2
1364358393,0,2
1364358395,0,2
1364358398,0,2
1364358400,0,2
1364358403,0,2
1364358405,0,2
1364358588,0,2
1364358591,0,2
1364358594,0,2
1364358596,0,2
1364358599,0,2
1364358601,0,2
1364358604,0,2
1364358606,0,2
1364358609,0,2
1364358612,0,2
1364358614,0,2
1364358617,0,2
1364358619,0,2
1364358622,0,2
1364358624,0,2
1364358627,0,2
1364358630,0,2
1364358632,0,2
1364358635,0,2
1364358637,0,2
1364358640,0,2
1364358643,0,2
1364358645,0,2
1364358833,0,2
1364358836,0,2
1364358838,0,2
1364358841,0,2
1364358844,0,2
1364358846,0,2
1364358849,0,2
1364358851,0,2
1364358854,0,2
1364358856,0,2
1364358859,0,2
1364358862,0,2
1364358864,3,2
1364358867,3,2
1364358869,3,2
1364358872,0,2
1364358874,0,2
1364358877,0,2
1364358880,0,2
1364358882,0,2
1364358885,3,2
1364359069,0,2
1364359071,0,2
1364359074,0,2
1364359076,0,2
1364359079,0,2
1364359082,0,2
1364359084,0,2
